"name","concept_id","source","code"
Able to move two limbs,8253,PIH,"21072"
Unable to move limbs voluntarily or on command,8252,PIH,"21073"
Activity status post-anesthetic,8251,PIH,"21074"
Nausea level,8250,PIH,"21075"
Post Anesthetic Recovery score,8249,PIH,"21076"
Chronic dry cough,8248,PIH,"21077"
Chills,8245,PIH,"21078"
Feeding/eating started,8247,PIH,"21079"
Ambulation started,8246,PIH,"21080"
Cardiac complication,8244,PIH,"21081"
Suicidal or homicidal ideation,8243,PIH,"21082"
Pregnancy problem,8242,PIH,"21083"
Elective cesarean section,8241,PIH,"21084"
Uterine contractions with less than 34 weeks of pregnancy,8240,PIH,"21085"
Leaking fluid or spotting with less than 34 weeks of pregnancy,8239,PIH,"21086"
Active labour greater than 34 weeks gestation,8237,PIH,"21087"
Early labour between 34 and 37 weeks gestation,8235,PIH,"21088"
Regular contractions and herpes simplex (HSV) lesion greater than 34 weeks gestation,8238,PIH,"21089"
"Planned, elective, repeat cesarean with contractions greater than 34 weeks gestation",8236,PIH,"21090"
Multiple gestation and early contractions greater than 34 weeks gestation,8234,PIH,"21091"
Voluntary stop,8270,PIH,"21092"
PrEP interrupted,8272,PIH,"21093"
Discontinued PrEP for medical reasons,8271,PIH,"21094"
PrEP outcome,8269,PIH,"21095"
Fetal parts visible on perineum,8288,PIH,"21096"
Glucose 6 phosphate dehydrogenase,8287,PIH,"21097"
G6PD (qual),8286,PIH,"21097"
No defect in enzyme activity (normal),8283,PIH,"21098"
Partial defect in enzyme activity,8285,PIH,"21099"
Glucose 6 phosphate dehydrogenase,8287,PIH,"21100"
Total defect in enzyme activity,8284,PIH,"21101"
CD3,8279,PIH,"21102"
CD3%,8282,PIH,"21103"
CD8 count,8281,PIH,"21104"
CD8%,8280,PIH,"21105"
SL coagulation profile,8278,PIH,"21106"
Preductal spO2 (%),8277,PIH,"21107"
Postductal spO2 (%),8276,PIH,"21108"
Tenofovir alafenamide,8275,PIH,"21109"
Dolutegravir / lamivudine / tenofovir alafenamide,8274,PIH,"21110"
Dolutegravir / emtricitabine / tenofovir alafenamide,8273,PIH,"21111"
Transverse abdominis plane block,8313,PIH,"21112"
IVF volume (mL),8312,PIH,"21113"
Urine output (mL),8298,PIH,"21114"
Companion,8299,PIH,"21115"
Breastfeeding initiated datetime,8311,PIH,"21116"
Umbilical cord,8310,PIH,"21117"
Anesthesia complications,8309,PIH,"21118"
Partial thromboplastin time (PTT) ratio (%),8308,PIH,"21119"
Observations of baby following delivery (text),8307,PIH,"21120"
Secondary isoniazid prophylaxis,8306,PIH,"21121"
Primary isoniazid prophylaxis,8305,PIH,"21122"
Primary isoniazid prophylaxis II,8304,PIH,"21123"
Secondary isoniazid prophylaxis II,8303,PIH,"21124"
Infant feeding observed,8302,PIH,"21125"
Reluctant,8301,PIH,"21126"
Muscle tone on exam,8300,PIH,"21127"
"75mL D5% + 5mL D50% + 20mL NS + 1mL calcium gluconate + Magnesium Sulfate",8297,PIH,"21128"
Dextrose 5% in water + Magnesium Sulfate,8296,PIH,"21129"
Dextrose 10% in water + Magnesium Sulfate,8295,PIH,"21130"
Removal of urinary catheter,8289,PIH,"21131"
Nothing by mouth,8294,PIH,"21132"
Delayed priority (status),8293,PIH,"21133"
Normal priority (status),6785,PIH,"21134"
STAT (statim) - Immediate,8292,PIH,"21135"
Procedure/Test priority,8291,PIH,"21136"
Emergency release (status),8290,PIH,"21137"
Volume administered (mL),8314,PIH,"21138"
Acid phosphatase blood test in blood (units/L),8340,PIH,"21139"
Pancreatitis markers,8339,PIH,"21140"
SL lipid panel,8338,PIH,"21141"
Serum globulin (g/dL),8337,PIH,"21142"
SL electrolyte panel,8336,PIH,"21143"
Serum phosphorous (mg/dL),8335,PIH,"21144"
Glucose tolerance test (mmol/L),8334,PIH,"21145"
Post-prandial blood glucose (mmol/L),8333,PIH,"21146"
Toxoplasma Gondii IgG And IgM Panel - Serum,8330,PIH,"21147"
Toxoplasma IgM,8332,PIH,"21148"
Toxoplasma IgG,8331,PIH,"21149"
Brucella test,8316,PIH,"21150"
"1:2",8329,PIH,"21151"
Treponema pallidum hemagglutination assay,8328,PIH,"21152"
<1:2,8327,PIH,"21153"
"1:4",8326,PIH,"21154"
"1:32",8325,PIH,"21155"
"1:16",8324,PIH,"21156"
"1:8",8323,PIH,"21157"
>1:32,8322,PIH,"21158"
"1:256",8321,PIH,"21159"
"1:128",8320,PIH,"21160"
"1:64",8319,PIH,"21161"
>1:572,8318,PIH,"21162"
Equivocal,8317,PIH,"21163"
"Treponema pallidum hemagglutination assay, qualitative",8315,PIH,"21164"
"Dengue Ab RDT, blood",8341,PIH,"21165"
Certificate of injuries and wounds,8355,PIH,"21166"
Birth certificate,8354,PIH,"21167"
Excision of lingual frenum,8353,PIH,"21168"
Excision of lipoma,8343,PIH,"21169"
Removal of foreign body,8352,PIH,"21170"
Keloid excision,8351,PIH,"21171"
Hernia repair,8350,PIH,"21172"
Dental medicine specialty,8349,PIH,"21173"
Treatment of Bartholin's cyst,8348,PIH,"21174"
Ankyloglossia treatment,8347,PIH,"21175"
Polydactyly surgery,8346,PIH,"21176"
Treatment for breast adenofibroma,8345,PIH,"21177"
Ingrown nail care,8342,PIH,"21178"
Minor surgery for cyst,8344,PIH,"21179"
"Dengue Ag RDT, blood",8371,PIH,"21180"
SL urine chemistry,8370,PIH,"21181"
Semen analysis test panel,8363,PIH,"21182"
Semen analysis,8364,PIH,"21183"
Yellowish white,8369,PIH,"21184"
Spermatozoa motility,8361,PIH,"21185"
Semen fructose level,8368,PIH,"21186"
Orange color,8367,PIH,"21187"
Semen volume,8362,PIH,"21188"
Spermatozoa morphology,8359,PIH,"21189"
Sperm count,8360,PIH,"21190"
Semen color,8366,PIH,"21191"
Liquefaction [time] in semen,8365,PIH,"21192"
Stool macroscopy,8358,PIH,"21193"
"Stool for ova and cysts, qualitative",8357,PIH,"21194"
Sperm viability,8356,PIH,"21195"
Skin scrapings for fungal elements (text),8375,PIH,"21196"
Wet mount of skin snip for Onchocerca set,8373,PIH,"21198"
Ova/parasites in urine test,8372,PIH,"21199"
Gastric Ulcer,4762,PIH,"212"
Colchicine,1851,PIH,"21200"
Finasteride,1937,PIH,"21201"
Piperacillin,8380,PIH,"21202"
Tazobactam,8379,PIH,"21203"
Levetiracetam,1878,PIH,"21204"
Sodium diatrizoate,8377,PIH,"21205"
Diatrizoate meglumine,8376,PIH,"21206"
PihActSubstanceAdminSubstitutionCode,8382,PIH,"21207"
PihSubstanceAdminSubstitutionReason,8381,PIH,"21208"
ABO blood typing kit,1794,PIH,"21209"
Baby clothing kit,1775,PIH,"21210"
Acetaminophen / tramadol,1902,PIH,"21211"
Allantoin / coal tar,1848,PIH,"21212"
Aripiprazole,1893,PIH,"21215"
Ambroxol,1904,PIH,"21216"
Atropine,1911,PIH,"21217"
Betamethasone,1917,PIH,"21218"
Beclomethasone dipropionate,1859,PIH,"21219"
Sticky right eye,6956,PIH,"2122"
Benzonatate,1942,PIH,"21220"
Bicalutamide,1884,PIH,"21221"
Bismuth subsalicylate,1791,PIH,"21223"
Bisoprolol,1806,PIH,"21224"
Buprenorphine,1870,PIH,"21225"
Cromolyn sodium,1841,PIH,"21226"
Calcium hydroxide,1908,PIH,"21227"
Cefmetazole,1880,PIH,"21228"
Cabergoline,1944,PIH,"21229"
Sticky left eye,6955,PIH,"2123"
Capreomycin,1845,PIH,"21230"
Cinitapride,1935,PIH,"21231"
Cisapride,1802,PIH,"21232"
Chlorthalidone,1803,PIH,"21233"
Celecoxib,1941,PIH,"21234"
Coal tar,1923,PIH,"21235"
Clioquinol,1858,PIH,"21236"
Desogestrel / ethinyl estradiol,1813,PIH,"21237"
Deflazacort,1853,PIH,"21238"
Danazol,1881,PIH,"21239"
"2RHZ / 4RH",3560,PIH,"2124"
Vitamin E,1836,PIH,"21241"
Ursodiol,1816,PIH,"21242"
Venlafaxine,1790,PIH,"21243"
Vigabatrin,1867,PIH,"21244"
Valproic acid,1810,PIH,"21245"
Tolterodine,1952,PIH,"21246"
Tolperisone,1847,PIH,"21247"
Topiramate,1854,PIH,"21248"
Dexamethasone / tobramycin,1873,PIH,"21249"
"2 RHEZ / 4 RH",3688,PIH,"2125"
Tizanidine,1799,PIH,"21250"
Glibenclamide and metformin,1919,PIH,"21251"
Quassia preparation,1903,PIH,"21252"
Etonogestrel,1866,PIH,"21253"
Psyllium,1906,PIH,"21254"
Pyrantel,1914,PIH,"21255"
SL Complete hemogram 5-part diff,8388,PIH,"21256"
Atypical lymphocyte %,8384,PIH,"21257"
Absolute atypical lymphocyte count,8387,PIH,"21258"
Immature cell %,8386,PIH,"21259"
"2S+RHEZ / 1RHEZ / 5RH+E",3557,PIH,"2126"
Absolute immature cell count,8385,PIH,"21260"
SL i-STAT set,8383,PIH,"21261"
Tiotropium,1957,PIH,"21262"
Theophylline anhydrous,1852,PIH,"21263"
Thalidomide,1909,PIH,"21264"
Terbutaline,1899,PIH,"21265"
Terazosine,1777,PIH,"21266"
Tacrolimus,1827,PIH,"21267"
Sumatriptan,1798,PIH,"21268"
Sulfasalazine,1818,PIH,"21269"
Sulfacetamide sodium,1788,PIH,"21270"
Sucralfate,1793,PIH,"21271"
Silymarin,1915,PIH,"21272"
Sertraline,1921,PIH,"21273"
Sennosides,1824,PIH,"21274"
Rifaximin,1807,PIH,"21275"
Quinfamide,1946,PIH,"21276"
Propafenone,1910,PIH,"21277"
Progesterone,1768,PIH,"21278"
Polyvinyl alcohol,1874,PIH,"21279"
Piroxicam,1835,PIH,"21280"
Phenindione,1898,PIH,"21281"
Phenazopyridine,1938,PIH,"21282"
Petrolatum,1928,PIH,"21283"
Perindopril,1792,PIH,"21284"
Pentoxifylline,1826,PIH,"21285"
Ornithylaspartate,1837,PIH,"21286"
Olopatadine,1876,PIH,"21287"
Nitazoxanide,1882,PIH,"21288"
Nimesulide,1834,PIH,"21289"
Nebivolol,1949,PIH,"21290"
Naproxen,1825,PIH,"21291"
Naphazoline,1883,PIH,"21292"
Naltrexone,1850,PIH,"21293"
Mycophenolic acid,1849,PIH,"21294"
Mupirocin,1857,PIH,"21295"
Mometasone,1786,PIH,"21296"
Minoxidil,1936,PIH,"21297"
"Mineral oil, light",1926,PIH,"21298"
Methocarbamol,1789,PIH,"21299"
Mercury,1800,PIH,"21300"
Meloxicam,1779,PIH,"21301"
Melatonin,1842,PIH,"21302"
Medroxyprogesterone,1828,PIH,"21303"
Magnesium valproate,1955,PIH,"21304"
Magnesium,1819,PIH,"21305"
Loteprednol,1888,PIH,"21306"
Loratadine,1863,PIH,"21307"
Loperamide,1772,PIH,"21308"
Leflunomide,5738,PIH,"21309"
Latanoprost,1931,PIH,"21310"
Ketorolac tromethamine,1871,PIH,"21311"
Ketoprofen,1947,PIH,"21312"
Itraconazole,1945,PIH,"21313"
Isoconazole,1932,PIH,"21314"
"Insulin, zinc, human",1924,PIH,"21315"
Hydroxyzine,1916,PIH,"21316"
Human immunoglobulin,1885,PIH,"21317"
Glipizide,1860,PIH,"21318"
Ginkgo biloba leaf,1773,PIH,"21319"
Fluocinolone acetonide,1821,PIH,"21320"
Fludrocortisone,1787,PIH,"21321"
Felodipine,1897,PIH,"21322"
Estrogens,1912,PIH,"21323"
Doxycycline hyclate,1879,PIH,"21324"
Diphenidol,1894,PIH,"21325"
Diosmin,1774,PIH,"21326"
Dimethicone,1822,PIH,"21327"
Dimenhydrinate,1927,PIH,"21328"
Dicloxacillin sodium,1907,PIH,"21329"
Contact with a tuberculosis positive person,4835,PIH,"2133"
Dimethicone / Pinaverium,8394,PIH,"21330"
Dimethicone / Magaldrate,1889,PIH,"21331"
Sacubitril / Valsartan,1934,PIH,"21332"
Lacosamide,1939,PIH,"21333"
Phenylephrine / Zinc sulfate,1925,PIH,"21334"
Hydrocortisone / lidocaine,1823,PIH,"21335"
Hydrochlorothiazide / Irbesartan,1805,PIH,"21336"
Glucose / Lidocaine,1783,PIH,"21337"
Ezetimibe / Simvastatin,1956,PIH,"21338"
Ethinyl estradiol / norelgestromin,1769,PIH,"21339"
"Estrogens, conjugated (usp) / estrone",1887,PIH,"21340"
Dorzolamide / timolol,1900,PIH,"21341"
Citric acid / potassium citrate,1771,PIH,"21342"
Albuterol / ipratropium,1943,PIH,"21343"
Dextrose solution,8393,PIH,"21344"
Maternal Direct Obstetric Complications (MDOC) set,8392,PIH,"21345"
Schizoaffective disorder,8391,PIH,"21347"
Attention deficit disorder with hyperactivity,8390,PIH,"21348"
Bloody diarrhea,4886,PIH,"2135"
Malnutrition in pregnancy,8398,PIH,"21351"
Late prenatal care complicating pregnancy,8401,PIH,"21352"
Abnormal weight gain in pregnancy,8400,PIH,"21353"
Insufficient weight gain of pregnancy,8399,PIH,"21354"
Unwanted pregnancy,8397,PIH,"21355"
Umbilical haemorrhage after birth,8396,PIH,"21356"
Death from sequelae of direct obstetric causes,8395,PIH,"21357"
Supervision of normal pregnancy,5407,PIH,"21358"
Sierra Leone (SL) medication duration units,8408,PIH,"21359"
Hemoglobin measured from hemoglobinometer (g/dl),8407,PIH,"21360"
"Studded epithelial cells, presence in body fluid",8415,PIH,"21362"
"Epithelial cells, presence in body fluid",8414,PIH,"21363"
Presence of gram-positive bacilli in gram stain,8413,PIH,"21364"
Yeast presence in specimen by gram stain,8412,PIH,"21365"
Arrangement of gram-positive cocci on gram stain,8411,PIH,"21366"
Presence of gram-positive cocci on gram stain,8410,PIH,"21367"
Patient decision,8409,PIH,"21368"
Ballard neuromuscular maturity score set,8434,PIH,"21369"
Physical maturity scores,8432,PIH,"21370"
Posture score,8430,PIH,"21371"
Square window score,8428,PIH,"21372"
Arm recoil score,8425,PIH,"21373"
Popliteal angle score,8423,PIH,"21374"
Scarf sign score,8421,PIH,"21375"
Heel to ear score,8419,PIH,"21376"
Skin score,8418,PIH,"21377"
Lanugo score,8433,PIH,"21378"
Plantar surface score,8431,PIH,"21379"
Breast score,8429,PIH,"21380"
Eye/Ear score,8427,PIH,"21381"
Genitals (Male) score,8426,PIH,"21382"
Genitals (Female) score,8424,PIH,"21383"
Total neuromuscular maturity score,8422,PIH,"21384"
Total physical maturity score,8420,PIH,"21385"
Ballard score,8417,PIH,"21386"
Estimated gestational age (weeks),8416,PIH,"21387"
Urea (measured) (mmol/L),8438,PIH,"21388"
Direct bilirubin (umol/L),8437,PIH,"21389"
Total bilirubin (umol/L),8436,PIH,"21390"
Transcutaneous bilirubin (mg/dL),8435,PIH,"21391"
Borrelia species identified in tissue by culture,8449,PIH,"21392"
Borrelia burgdorferi,8448,PIH,"21393"
Borrelia hermsii,8447,PIH,"21394"
Leishmania braziliensis,8446,PIH,"21395"
Leishmania chagasi,8445,PIH,"21396"
Leishmania donovani,8444,PIH,"21397"
Leishmania mexicana,8443,PIH,"21398"
Leishmania tropica,8442,PIH,"21399"
Leishmania species identified in tissue specimen,8441,PIH,"21400"
SL laboratory result categories,8440,PIH,"21401"
SL biochemistry result set,8439,PIH,"21402"
Datetime uterotonics provided,8450,PIH,"21403"
Number of fetuses,8459,PIH,"21404"
Reduced,8458,PIH,"21405"
"Amniotic fluid level on ultrasound, qualitative",8457,PIH,"21406"
Posterior,8456,PIH,"21407"
Anterior,8455,PIH,"21408"
Low lying placenta,8454,PIH,"21409"
Lung,7019,PIH,"2141"
Uterine fundus,8453,PIH,"21410"
Placenta location by ultrasound,8452,PIH,"21411"
Obstetric ultrasound findings,8451,PIH,"21412"
Gestational age by maturity rating,8460,PIH,"21413"
Gestational age by maturity rating range,8461,PIH,"21414"
Name of community,8462,PIH,"21415"
Second fetal heart rate,8463,PIH,"21416"
Fetal heart rate present,8465,PIH,"21417"
ZL drug allergies including HIV,8464,PIH,"21418"
History of therapy with nephrotoxic drug,8466,PIH,"21419"
Family medicine,8467,PIH,"21420"
Previous use of Pre Exposure Prophylaxis (PrEP),8475,PIH,"21421"
Estimated start date of pre-exposure prophylaxis (PrEP),8474,PIH,"21422"
Original facility,8473,PIH,"21423"
Lubricant given during the visit,8472,PIH,"21424"
Circumcised foreskin,8471,PIH,"21425"
Uncircumcised penis,8470,PIH,"21426"
Male circumcision status,8469,PIH,"21427"
"Other prevention method, non-coded",8468,PIH,"21428"
Newborn discharge location,8483,PIH,"21429"
Labor and delivery unit,8482,PIH,"21430"
Postoperative anaesthesia care unit (PACU),8481,PIH,"21431"
MCOE PACU,8480,PIH,"21432"
Staff ward,8479,PIH,"21433"
MCOE Post-op,8478,PIH,"21434"
MCOE Pre-op,8477,PIH,"21435"
Labor and delivery,8476,PIH,"21436"
Cellulitis of scalp,8502,PIH,"21437"
Prematurity and low birth weight,8492,PIH,"21438"
Late-onset neonatal sepsis,8495,PIH,"21439"
Early-onset neonatal sepsis,8484,PIH,"21440"
Very premature with low birth weight,8493,PIH,"21441"
Mild or moderate birth asphyxia,8501,PIH,"21442"
Abdominal distension,8497,PIH,"21443"
Abscess of scalp,8500,PIH,"21444"
Meconium aspiration syndrome of newborn,8498,PIH,"21445"
Aspiration pneumonitis,8499,PIH,"21446"
Foetal aspiration pneumonitis,8486,PIH,"21447"
Congenital malaria,8496,PIH,"21448"
Exposure to hepatitis B,8494,PIH,"21449"
Sayana press,8491,PIH,"21450"
Neonatal necrotising enterocolitis,8490,PIH,"21451"
Hyperthermia in newborn,8489,PIH,"21452"
Aspiration pneumonia,8488,PIH,"21453"
Neonatal anemia,8487,PIH,"21454"
Neonatal meningitis,8485,PIH,"21455"
Sleep apnea,8506,PIH,"21456"
Ineffective thermoregulation,8505,PIH,"21457"
Finger stick blood glucose (coded),8504,PIH,"21458"
Boniken Clinic,8503,PIH,"21459"
Bring diagnostic images to next appointment,8507,PIH,"21460"
Newborn NICU unit type,8508,PIH,"21461"
On treatment for sickle cell,8509,PIH,"21462"
Edith Wallace Health Center,8510,PIH,"21463"
Dental extraction,8525,PIH,"21464"
Learning disability,8524,PIH,"21465"
Chronic physical disability,8523,PIH,"21466"
Visual impairment,8522,PIH,"21467"
Hearing disorder,8521,PIH,"21468"
Physical disability,8520,PIH,"21469"
Multiple,8519,PIH,"21470"
Change contraceptive method,8518,PIH,"21471"
Postpartum time period,8517,PIH,"21472"
Less than 48 hours,8516,PIH,"21473"
"48 hours to 6 weeks",8515,PIH,"21474"
"7 weeks - 1 year",8514,PIH,"21475"
Other implant,8513,PIH,"21476"
Hormonal IUD,8512,PIH,"21477"
Copper T IUD,8511,PIH,"21478"
Female condom,8529,PIH,"21479"
Lipodystrophy,4789,PIH,"2148"
Male condom,8528,PIH,"21480"
Laparotomy,8527,PIH,"21481"
Year of surgery,8526,PIH,"21482"
Planned procedure set,8530,PIH,"21483"
Maternal age at first childbirth,8536,PIH,"21484"
Previous screening performed,8535,PIH,"21485"
Abnormal Per Vaginam (PV) discharge,8534,PIH,"21486"
Age of first sexual intercourse (coded),8533,PIH,"21487"
Less than 15,8532,PIH,"21488"
More than 15,8531,PIH,"21489"
Sublingual tablet,8547,PIH,"21490"
Sublingual product,8546,PIH,"21491"
Location,8545,PIH,"21492"
Datetime of appointment,8544,PIH,"21493"
Suspected high grade squamous intraepithelial lesion (HGSIL) > 75 % of the cervical surface,8540,PIH,"21494"
Suspected high grade squamous intraepithelial lesion (HGSIL) with lesion extending into the cervical canal,8541,PIH,"21495"
Suspected high grade squamous intraepithelial lesion (HGSIL) with squamocolumnar junction (SJC) not fully visualized,8543,PIH,"21496"
Visual inspection with acetate (VIA) screening set,8542,PIH,"21497"
Entire lesion visible,8539,PIH,"21498"
Eligible for cryotherapy,8538,PIH,"21499"
Jaundice,1518,PIH,"215"
Involved quadrants of cervix,8537,PIH,"21500"
Wafer product,8642,PIH,"21501"
Vaginal cream,8641,PIH,"21502"
Vaginal foam,8640,PIH,"21503"
Vaginal ointment,8639,PIH,"21504"
Douche,8638,PIH,"21505"
Vaginal gel,8637,PIH,"21506"
Vaginal product,8636,PIH,"21507"
Vaginal insert,8635,PIH,"21508"
Topical spray,8634,PIH,"21509"
Topical solution,8633,PIH,"21510"
Topical ointment,8632,PIH,"21511"
Topical lotion,8631,PIH,"21512"
Topical gel,8630,PIH,"21513"
Topical product,8629,PIH,"21514"
Rectal solution,8628,PIH,"21515"
Rectal ointment,8627,PIH,"21516"
Rectal cream,8626,PIH,"21517"
Rectal suppository,8625,PIH,"21518"
Rectal foam,8624,PIH,"21519"
Rectal gel,8623,PIH,"21520"
Rectal product,8622,PIH,"21521"
Oral capsule,8621,PIH,"21522"
Sustained-release tablet,8620,PIH,"21523"
Oral tablet,8619,PIH,"21524"
Dispersible oral tablet,8618,PIH,"21525"
Pill product,8617,PIH,"21526"
Ear suspension,8616,PIH,"21527"
Ear solution,8615,PIH,"21528"
Otic product,8614,PIH,"21529"
Oral paste,8613,PIH,"21530"
Oral paste product,8612,PIH,"21531"
Oral ointment,8611,PIH,"21532"
Oral ointment product,8610,PIH,"21533"
Oral suspension,8609,PIH,"21534"
Oral solution,8608,PIH,"21535"
Oral liquid product,8607,PIH,"21536"
Oral gel,8606,PIH,"21537"
Oral gel product,8605,PIH,"21538"
Oral foam,8604,PIH,"21539"
Oral foam product,8603,PIH,"21540"
Oral cream,8602,PIH,"21541"
Oral cream product,8601,PIH,"21542"
Ophthalmic ointment,8600,PIH,"21543"
Eye suspension,8599,PIH,"21544"
Eye irrigation solution,8598,PIH,"21545"
Eye cream,8597,PIH,"21546"
Eye solution,8596,PIH,"21547"
Eye gel,8595,PIH,"21548"
Ophthalmic product,8594,PIH,"21549"
Bacterial vaginosis,3091,PIH,"2155"
Nasal solution,8593,PIH,"21550"
Nasal spray,8592,PIH,"21551"
Nasal ointment,8591,PIH,"21552"
Nasal gel,8590,PIH,"21553"
Nasal product,8589,PIH,"21554"
Lozenge product,8588,PIH,"21555"
Solution for injection,8587,PIH,"21556"
Suspension for injection,8586,PIH,"21557"
Pre-filled syringe,8585,PIH,"21558"
Powder for injection,8584,PIH,"21559"
Socio-economic assistance received,1105,PIH,"2156"
Injectable product,8583,PIH,"21560"
Dry powder inhaler,8582,PIH,"21561"
Metered dose inhaler,8581,PIH,"21562"
Inhalation powder,8580,PIH,"21563"
Inhalation solution,8579,PIH,"21564"
Inhalant product,8578,PIH,"21565"
Sustained release buccal tablet,8577,PIH,"21566"
Buccal film,8576,PIH,"21567"
Buccal tablet,8575,PIH,"21568"
Buccal product,8574,PIH,"21569"
Socio-economic assistance recommended,1103,PIH,"2157"
Oral film product,8573,PIH,"21570"
Urethral product,8572,PIH,"21571"
Transdermal product,8571,PIH,"21572"
Mucosal product,8570,PIH,"21573"
Toothpaste product,8569,PIH,"21574"
Mouthwash product,8568,PIH,"21575"
Medicated pad or tape,8567,PIH,"21576"
Soap product,8566,PIH,"21577"
Shampoo product,8565,PIH,"21578"
Irrigation product,8564,PIH,"21579"
Pyelocalyceal product,8563,PIH,"21580"
Intravesical product,8562,PIH,"21581"
Intraperitoneal product,8561,PIH,"21582"
Pellet product,8560,PIH,"21583"
Paste product,8559,PIH,"21584"
Oral spray product,8558,PIH,"21585"
Granule product,8557,PIH,"21586"
Oral product,8556,PIH,"21587"
Flake product,8555,PIH,"21588"
Oral powder product,8554,PIH,"21589"
Drug implant product,8553,PIH,"21590"
Disintegrating oral product,8552,PIH,"21591"
Dental product,8551,PIH,"21592"
Chewable product,8550,PIH,"21593"
Intratracheal product,8549,PIH,"21594"
Integrated clinical services (text),8548,PIH,"21595"
Return visit datetime,8644,PIH,"21596"
Duration in minutes,8643,PIH,"21597"
Schedule appointment,8656,PIH,"21598"
Appointment service,8655,PIH,"21599"
Leukemia,4276,PIH,"216"
Postponed cryotherapy,8652,PIH,"21600"
Treatment complication related,8654,PIH,"21601"
"Cryotherapy, TA, LEEP",8653,PIH,"21602"
One year follow-up,8651,PIH,"21603"
One year follow-up appointment after cryotherapy treatment at last visit,8650,PIH,"21604"
Routine VIA screening,8648,PIH,"21605"
Screening patient who had VIA-negative at last screening visit,8647,PIH,"21606"
"Referral for Cryotherapy, TA, LEEP",8649,PIH,"21607"
VIA screening for women aged between 30-49 years,8646,PIH,"21608"
VIA screening,8645,PIH,"21609"
Treatment consent,8670,PIH,"21610"
Thermal ablation system available,8669,PIH,"21611"
Thermal ablation system not available,8668,PIH,"21612"
Thermocauterization of cervix,8667,PIH,"21613"
Postponed thermal ablation,8666,PIH,"21614"
Treatment postponed (coded),8665,PIH,"21615"
Lower abdominal tenderness,8662,PIH,"21616"
Vaginal discharge problem,8664,PIH,"21617"
Vulva exam,8663,PIH,"21618"
Right upper quadrant,8661,PIH,"21619"
Right lower quadrant,8660,PIH,"21620"
Left upper quadrant,8659,PIH,"21621"
Left lower quadrant,8658,PIH,"21622"
Endocervical (EC) canal,8657,PIH,"21623"
Thyroid disease,8671,PIH,"21624"
Other NCD (text),8672,PIH,"21625"
Return visit time hour,8675,PIH,"21626"
Return visit time minute,8674,PIH,"21627"
Appointment uuid,8676,PIH,"21628"
Skin scrapings for fungal elements (coded),8683,PIH,"21629"
Endocrine exam findings,8682,PIH,"21630"
Weight gain,8677,PIH,"21631"
Alopecia,8681,PIH,"21632"
Voice change,8680,PIH,"21633"
Cold intolerance,8678,PIH,"21634"
Heat intolerance,8679,PIH,"21635"
Skin changes,8685,PIH,"21636"
Informed consent,8684,PIH,"21637"
Claudication,8705,PIH,"21638"
Syncope,8704,PIH,"21639"
Pre-syncope,8703,PIH,"21640"
Snoring,8702,PIH,"21641"
Witnessed sleep apnea,8701,PIH,"21642"
Discharge from nipple,8700,PIH,"21643"
Menopausal flushing,8699,PIH,"21644"
Dizziness,8698,PIH,"21645"
Pins and needles,8697,PIH,"21646"
Tremor,8696,PIH,"21647"
Abdominal bloating,8695,PIH,"21648"
Hematochezia,3038,PIH,"21649"
Altered bowel function,8693,PIH,"21650"
Early satiety,8692,PIH,"21651"
Pruritus of vagina,8691,PIH,"21652"
Urinary urgency,8690,PIH,"21653"
Testicular pain,8689,PIH,"21654"
Penile discharge,8688,PIH,"21655"
Visual disturbance,8687,PIH,"21656"
Increased frequency of urination,8686,PIH,"21657"
Program enrollment,8709,PIH,"21658"
Preventable death,8721,PIH,"21659"
Supplies not available,2887,PIH,"2166"
Reasons impacting patient care,8720,PIH,"21660"
Inaccurate notes,8719,PIH,"21661"
Timing,8718,PIH,"21662"
Staff absence,8717,PIH,"21663"
Adherence to protocol and/or guidelines,8716,PIH,"21664"
Reasons impacting patient care (text),8715,PIH,"21665"
Actions to prevent death,8714,PIH,"21666"
Contributing factors for death,8713,PIH,"21667"
Deciding to seek care,8712,PIH,"21668"
Reaching care,8711,PIH,"21669"
Receiving adequate care,8710,PIH,"21670"
Action item,8723,PIH,"21672"
Action point set,8722,PIH,"21673"
Sequence number,8724,PIH,"21674"
MDR-TB program,8727,PIH,"21675"
Possession of log book,8726,PIH,"21676"
Possession of diabetes correction scale,8725,PIH,"21677"
Underlying cause of death set,8728,PIH,"21678"
HIV test result,3171,PIH,"2169"
Relationship of relative to patient,38,PIH,"2172"
Father,19,PIH,"2174"
Mother,20,PIH,"2175"
Brother,25,PIH,"2176"
Sister,26,PIH,"2177"
Sibling,22,PIH,"2178"
Other relative,21,PIH,"2179"
Otitis Externa,4763,PIH,"218"
Physical system comment,1487,PIH,"2188"
Psychosis,1209,PIH,"219"
BCG vaccine given at birth,5555,PIH,"2194"
Polio vaccine given at birth,5556,PIH,"2195"
AZT after birth (coded),3319,PIH,"2206"
Rheumatic heart disease,4138,PIH,"221"
ARV triple therapy after birth (coded),3317,PIH,"2212"
OTHER LAB TEST RESULT,2893,PIH,"2216"
Sinusitis,4884,PIH,"222"
After education and/or assigning CHW,3262,PIH,"2222"
Waiting for test results,195,PIH,"2224"
Reasons for referral (coded),3845,PIH,"2228"
Syphilis,3793,PIH,"223"
