"name","concept_id","source","code"
Heterosexual sex with bisexual,3535,CIEL,"165433"
Heterosexual sex with person with blood transfusion,3529,CIEL,"165434"
"COPD, group A by 2017 GOLD classification",511,CIEL,"165441"
"COPD, group B by 2017 GOLD classification",509,CIEL,"165442"
"COPD, group C by 2017 GOLD classification",508,CIEL,"165443"
"COPD, group D by 2017 GOLD classification",510,CIEL,"165444"
Water of Alibour,2144,CIEL,"165445"
Chloramphenicol / sodium sulfacetamide,2056,CIEL,"165446"
Acetaminophen / Caffeine / Chlorpheniramine maleate / Phenylephrine hydrochloride,2283,CIEL,"165447"
Dabigatran etexilate,2259,CIEL,"165448"
Estradiol valerate / norethisterone enantate,2148,CIEL,"165449"
Hydroquinone,2021,CIEL,"165450"
Amlodipine / irbesartan,2288,CIEL,"165451"
Povidone / Soy flour,2248,CIEL,"165452"
Lactose-free infant formula,2000,CIEL,"165453"
Aluminium subacetate / hydrocortisone acetate / lidocaine / zinc oxide,2128,CIEL,"165454"
Linagliptin,1990,CIEL,"165455"
Linagliptin / metformin,2126,CIEL,"165456"
"Milksnake antivenom, polyvalent",2040,CIEL,"165457"
"Scorpion antivenom, polyvalent",2304,CIEL,"165458"
"Spider antivenom, polyvalent",2002,CIEL,"165459"
"Snake antivenom, polyvalent",2204,CIEL,"165460"
Premature infant formula,2327,CIEL,"165461"
Scorpion antivenin,2089,CIEL,"165462"
Sitagliptin / metformin,2103,CIEL,"165463"
Mirena hormone-eluting intrauterine device (IUD),2244,CIEL,"165464"
Nutrihuate,2293,CIEL,"165465"
Sunscreen,2023,CIEL,"165466"
Algestone acetophenide / Estradiol enantate,2035,CIEL,"165467"
Viper antivenin,2107,CIEL,"165468"
Sitagliptin phosphate,2047,CIEL,"165469"
Meclizine / pyridoxine,2241,CIEL,"165470"
Foot examination findings,1486,CIEL,"165471"
Psorioderm cream,2093,CIEL,"165472"
ABO blood typing kit,1794,CIEL,"165473"
Baby clothing kit,1775,CIEL,"165474"
Antenatal program,3777,CIEL,"165475"
Interpersonal inventory,1017,CIEL,"165476"
Instilling hope,1019,CIEL,"165477"
Providing the sick role,1014,CIEL,"165478"
Informing patient of diagnosis,1004,CIEL,"165479"
Communications analysis,1018,CIEL,"165480"
Decision analysis,1015,CIEL,"165481"
Role play technique,1000,CIEL,"165482"
Cognitive processing therapy,1003,CIEL,"165483"
Deep breathing exercises,1012,CIEL,"165484"
Progressive muscle relaxation (PMR),1006,CIEL,"165485"
Supportive psychotherapy,998,CIEL,"165486"
Change management plan,995,CIEL,"165487"
Emotional regulation counseling,1007,CIEL,"165488"
Behavioral regulation counseling,1001,CIEL,"165489"
"2018 Global Multidimensional Poverty Index (MPI) Questions",1123,CIEL,"165490"
An adult under 70 years of age or a child is undernourished in the household,1115,CIEL,"165491"
Any child has died in the family in the five-year period preceding the survey,1121,CIEL,"165492"
No household member aged 10 years or older has completed six years of schooling,1120,CIEL,"165493"
Any school-aged child is not attending school up to the age at which he/she would complete class 8,1114,CIEL,"165494"
"The household cooks with dung, wood, charcoal or coal",1119,CIEL,"165495"
The household’s sanitation facility is not improved (according to SDG guidelines) or it is improved but shared with other households,1118,CIEL,"165496"
"The household does not have access to improved drinking water (according to SDG guidelines) or safe drinking water is at least a 30-minute walk from home, round trip",1116,CIEL,"165497"
The household has no electricity,1122,CIEL,"165498"
"Housing materials for at least one of roof, walls and floor are inadequate",1117,CIEL,"165499"
Reason for admission,1721,CIEL,"1655"
"The household does not own more than one of these assets (radio, TV, telephone, computer, animal cart, bicycle, motorbike or refrigerator) and does not own a car or truck",1113,CIEL,"165500"
Rhinorrhea,1592,CIEL,"165501"
Sublingual,1372,CIEL,"165519"
Intra-articular,1367,CIEL,"165520"
"Perineal laceration, first degree",3859,CIEL,"165521"
"Perineal laceration, second degree",3861,CIEL,"165522"
"Perineal laceration, third degree",3862,CIEL,"165523"
"Perineal laceration, fourth degree",3860,CIEL,"165524"
Daily cigarette use (coded),1701,CIEL,"165525"
Trace hemolyzed blood found on urine dipstick,2962,CIEL,"165526"
Trace non-hemolyzed blood found on urine dipstick,2963,CIEL,"165527"
Moderate non-hemolyzed blood found on urine dipstick,2961,CIEL,"165528"
History of suicidal thoughts,992,CIEL,"165529"
Date of last suicide attempt,1035,CIEL,"165530"
Suicide prevention intervention,1030,CIEL,"165531"
Discuss patient with supervisor,1028,CIEL,"165532"
Hospitalize due to suicide risk,1029,CIEL,"165533"
Pediatric Symptom Checklist (PSC),982,CIEL,"165534"
PTSD Checklist for DSM-V (PCL-5),985,CIEL,"165535"
Sad or depressed during past 2 weeks,965,CIEL,"165536"
Lost interest in things during last 2 weeks,963,CIEL,"165537"
Suspected depression,964,CIEL,"165538"
Wet mount of skin snip for Onchocerca,3055,CIEL,"165539"
Hyaline casts urine test,2981,CIEL,"165540"
Erythrocyte casts urine test,2978,CIEL,"165541"
Renal epithelial casts urine test,2974,CIEL,"165542"
Drug-induced,6811,CIEL,"165543"
Hemoglobin electrophoresis,2999,CIEL,"165544"
FA (normal),2995,CIEL,"165545"
FAS (Sickle cell trait carrier),2997,CIEL,"165546"
FAC (Hemoglobin C trait - carrier),2993,CIEL,"165547"
FAE (Hemoglobin E trait - carrier),2996,CIEL,"165548"
FC (Hemoglobin C disease),2992,CIEL,"165549"
FS (Sickle cell anemia),2998,CIEL,"165550"
FSC (Form of Sickle cell disease),2994,CIEL,"165551"
Vaginal fluid wet mount examination panel,3092,CIEL,"165553"
Symptoms of depression,966,CIEL,"165554"
Anion gap (moles/vol),6778,CIEL,"165555"
Bacteria in urine sediment by light microscopy,6119,CIEL,"165561"
Salmonella typhi rapid diagnostic test,3098,CIEL,"165562"
Positive for IgM only (Presence of anti-S. typhi IgM),3096,CIEL,"165563"
Positive for IgG only (Presence of anti-S.typhi IgG),3095,CIEL,"165564"
Negative (no anti-S. typhi antibody detected),3094,CIEL,"165565"
Positive for both IgG and IgM (Presence of anti-S. typhi IgG and IgM),3097,CIEL,"165566"
Foaming at the mouth,4918,CIEL,"165567"
Specimen not labeled,2891,CIEL,"165568"
Lack of physical activity,552,CIEL,"165569"
Chronic kidney disease stage,448,CIEL,"165570"
Ferric subsulfate,1980,CIEL,"165571"
Silver nitrate + Potassium nitrate,2168,CIEL,"165572"
Cardioplegic solution,2123,CIEL,"165573"
Pneumococcal conjugate vaccine,2085,CIEL,"165575"
Basilar atelectasis of both lungs,4729,CIEL,"165576"
"Nutritional supplement for premature infants, High protein",2102,CIEL,"165577"
"Eosinophil, Basophil and Monocyte Count",3013,CIEL,"165578"
RBC distribution width (CV),3012,CIEL,"165579"
RBC distribution width (SD),3016,CIEL,"165580"
Hypertension stage,486,CIEL,"165583"
Noncompliance with dietary regimen,450,CIEL,"165585"
Milk powder,2209,CIEL,"165586"
Uncontrolled hypertension,4726,CIEL,"165587"
Decreased sensation in feet,1497,CIEL,"165588"
Decreased sensation in hands,1498,CIEL,"165589"
Pain crisis,4751,CIEL,"165590"
Number of daily meals,1154,CIEL,"165591"
No JVD,1648,CIEL,"165592"
Number of emergency room/department visits,1671,CIEL,"165593"
Daily tobacco pipe use,1688,CIEL,"165594"
Illness prevents earning money,1153,CIEL,"165596"
Trace pitting edema,4733,CIEL,"165597"
"1+ pitting edema",4843,CIEL,"165598"
"2+ pitting edema",4911,CIEL,"165599"
"3+ pitting edema",4874,CIEL,"165600"
Reversible airways obstruction,4832,CIEL,"165602"
Irreversible airways obstruction,4718,CIEL,"165603"
Focal seizure without loss of consciousness,4889,CIEL,"165604"
ABC + 3TC + DTG,2150,CIEL,"165606"
Pneumonia due to COVID-19,5066,CIEL,"165608"
Infection due to COVID-19,5064,CIEL,"165609"
Exposure to COVID-19,5065,CIEL,"165610"
Serum SARS-CoV-2 RT-PCR,5580,CIEL,"165611"
Suspected COVID-19 infection,5068,CIEL,"165612"
COVID-19 detected,5080,CIEL,"165621"
Disease due to COVID-19,5069,CIEL,"165623"
Acute respiratory disease due to COVID-19,5077,CIEL,"165630"
Close exposure to COVID-19,5081,CIEL,"165631"
High priority for COVID-19 vaccination,5063,CIEL,"165632"
Upper respiratory tract infection (URI) due to COVID-19,5076,CIEL,"165633"
History of admission to intensive care unit (ICU),661,CIEL,"165644"
Patient delivered since last visit,6796,CIEL,"1657"
Confirmed present,721,CIEL,"165792"
Case classification,723,CIEL,"165793"
Medical laboratory tech,1108,CIEL,"165796"
SARS-CoV-2 IgG antibody in serum/plasma,5578,CIEL,"165835"
SARS-CoV-2 IgM antibody in serum/plasma,5577,CIEL,"165837"
SARS-CoV-2 RT-PCR,717,CIEL,"165840"
Acute respiratory distress syndrome (ARDS),5078,CIEL,"165843"
SARS-CoV-2 Antigen RDT,709,CIEL,"165852"
SARS-CoV-2 Antibody RDT (IgM/IgG),706,CIEL,"165853"
Neg IgM+IgG Ab,702,CIEL,"165854"
Pos IgM; Neg IgG,704,CIEL,"165855"
Pos IgG; Neg IgM,701,CIEL,"165856"
Positive IgG+IgM,705,CIEL,"165857"
History of supplemental oxygen therapy,662,CIEL,"165864"
"SARS-CoV-2 Xpert, antigen",3071,CIEL,"165865"
History of COVID-19,5801,CIEL,"165866"
Patient condition resolved,5756,CIEL,"165870"
Tocilizumab,5628,CIEL,"165872"
Sarilumab,5629,CIEL,"165873"
Remdesivir,2073,CIEL,"165878"
Venous blood specimen,710,CIEL,"165888"
Capillary blood specimen,712,CIEL,"165889"
Capillary filling function,686,CIEL,"165890"
Normal capillary filling,684,CIEL,"165891"
Provide supplemental oxygen via nasal cannula,688,CIEL,"165893"
Tuberculosis disease status,3430,CIEL,"1659"
Omeprazole sodium,6332,CIEL,"165900"
Self-quarantine,945,CIEL,"165901"
Vaccine lot expiration date,8028,CIEL,"165907"
Condition clinical status,5759,CIEL,"165908"
Asymptomatic confirmed COVID-19 infection,5073,CIEL,"165912"
Gastroenteritis due to COVID-19,5062,CIEL,"165913"
Acute diarrhea due to COVID-19,5072,CIEL,"165914"
History of treatment with vasopressor medication,672,CIEL,"165926"
Inspired oxygen concentration (percent),689,CIEL,"165927"
Prone position,5641,CIEL,"165928"
Endotracheal intubation,7364,CIEL,"165935"
CPAP,693,CIEL,"165944"
History of noninvasive mechanical ventilation,642,CIEL,"165945"
Corticosteroids and derivatives,2024,CIEL,"165948"
Enteral nutrition,6422,CIEL,"165950"
Procalcitonin,6687,CIEL,"165953"
"Malunion of fracture, mandible",8183,CIEL,"165967"
Psychological first aid (PFA),1013,CIEL,"165973"
Neck examination (text),1572,CIEL,"165983"
pH of arterial blood,3131,CIEL,"165984"
Delivered oxygen flow rate (L/m),644,CIEL,"165986"
IV fluid intake rate (mL/hr),654,CIEL,"165987"
Administration of bilevel positive airway pressure ventilation (BPAP),692,CIEL,"165988"
Provide supplemental oxygen via simple mask,690,CIEL,"165989"
Provide supplemental oxygen via non-rebreather mask,694,CIEL,"165990"
History of antibiotic therapy,698,CIEL,"165991"
Date/time of admission to intensive care unit (ICU),663,CIEL,"165992"
Date/time of discharge from intensive care unit (ICU),682,CIEL,"165993"
Isolation due to infection,699,CIEL,"165994"
Supportive care,696,CIEL,"165995"
"Symptom name, uncoded (text)",5378,CIEL,"165996"
Arterial blood lactate measurement,3135,CIEL,"165997"
Mechanical ventilation,691,CIEL,"165998"
No signs or symptoms of disease,3429,CIEL,"1660"
Pain level (coded),719,CIEL,"166000"
Arterial blood total carbon dioxide,3129,CIEL,"166002"
Insertion of peripheral intravenous catheter (IV),656,CIEL,"166004"
General lymph node exam (text),1475,CIEL,"166005"
Category of site of insertion of intravenous catheter (IV),658,CIEL,"166006"
COVID-19 program,680,CIEL,"166009"
Maintenance worker,1110,CIEL,"166012"
Biomedical tech,1111,CIEL,"166013"
Type of worker (coded),1112,CIEL,"166014"
Quarantine institution,944,CIEL,"166015"
D-dimer (mg/L),6201,CIEL,"166018"
D-dimer (ng/mL),7250,CIEL,"166018"
Comorbidity present,674,CIEL,"166020"
Nursing notes,676,CIEL,"166021"
Serum calcium (mmol/L),2920,CIEL,"166038"
Triglycerides (mg/dL),2910,CIEL,"166039"
Total cholesterol (mg/dL),2911,CIEL,"166040"
Early adolescence (10-14 yo),3829,CIEL,"166041"
Middle adolescence (15-17 yo),3826,CIEL,"166042"
Late adolescence (18-24 yo),3827,CIEL,"166043"
Adult (25+ yo),3828,CIEL,"166044"
LDL (mg/dL),2907,CIEL,"166045"
HDL (mg/dL),2899,CIEL,"166046"
VLDL (mg/dL),2912,CIEL,"166047"
Mothers maturity level during previous pregnancy,3830,CIEL,"166048"
Other STI treatment indicated,3626,CIEL,"166049"
Elevated mood,4606,CIEL,"166050"
Self-aware,4607,CIEL,"166051"
TDF + 3TC + (EFV or NVP),3684,CIEL,"166052"
AZT + 3TC + (EFV or NVP),3685,CIEL,"166053"
Regimen with D4T,3687,CIEL,"166054"
Routine scheduled lab,3142,CIEL,"166058"
Clinically-induced lab,3143,CIEL,"166059"
Oral sex,3724,CIEL,"166060"
Persistent parotid swelling,3456,CIEL,"166061"
Immunization priority tier,5416,CIEL,"166063"
Tier 1,5413,CIEL,"166064"
Tier 2,5415,CIEL,"166065"
Tier 3,5414,CIEL,"166066"
Tier 4,5412,CIEL,"166067"
RAL + DRV/r,2342,CIEL,"166068"
RAL + ETV,2353,CIEL,"166069"
DRV + ETV,2352,CIEL,"166070"
Year of previous pregnancy,3824,CIEL,"166071"
Antiretroviral treatment line,3229,CIEL,"166073"
"1st",3226,CIEL,"166074"
"2nd",3227,CIEL,"166075"
"3rd",3228,CIEL,"166076"
Unnatural death,3600,CIEL,"166078"
Date of last normal menstrual period,3896,CIEL,"166079"
Intensity of menstrual flow,3887,CIEL,"166080"
Denver test,1456,CIEL,"166081"
Antenatal,7688,CIEL,"166083"
Mother changed ARV during pregnancy due to side effect,3328,CIEL,"166084"
PMTCT timing,3354,CIEL,"166085"
Antiretroviral received by mother (text),3693,CIEL,"166086"
DTG + 3TC + AZT,2345,CIEL,"166087"
Acute exacerbation of COPD,6450,CIEL,"166093"
Mother has side effects from ARV during pregnancy,3368,CIEL,"166095"
Disease diagnosed,3425,CIEL,"1661"
First name,3251,CIEL,"166102"
Last name,3252,CIEL,"166103"
Rivaroxaban,1940,CIEL,"166107"
Moderna COVID-19 vaccine,5620,CIEL,"166154"
Pfizer-BioNtech COVID-19 vaccine,5619,CIEL,"166155"
Astrazeneca COVID-19 vaccine,5618,CIEL,"166156"
On treatment for disease,3427,CIEL,"1662"
Breast,7177,CIEL,"166201"
Forearm,7663,CIEL,"166241"
Labia of vulva,7891,CIEL,"166270"
Clitoris,7890,CIEL,"166274"
Uterine cervix,7893,CIEL,"166275"
Upper arm,7659,CIEL,"166282"
Completed treatment for disease,3424,CIEL,"1663"
Scalp,7662,CIEL,"166309"
Perineum,7894,CIEL,"166322"
Janssen COVID-19 vaccine,5622,CIEL,"166355"
Occiput posterior presentation,3875,CIEL,"166357"
Urological exam findings,1480,CIEL,"166358"
Duration of alcohol use (in years),1706,CIEL,"166361"
Urological examination (text),1505,CIEL,"166363"
Gynecological examination (text),1608,CIEL,"166364"
History of traditional medicine,1679,CIEL,"166365"
Sacubitril / Valsartan,1934,CIEL,"166366"
Dimethicone / Magaldrate,1889,CIEL,"166367"
Disposable menstrual product,1785,CIEL,"166368"
Pinaverium bromide and dimethicone,1840,CIEL,"166369"
Dimethicone / Pinaverium,8394,CIEL,"166369"
Fibrinogen assay,6202,CIEL,"166377"
Sinopharm-Wuhan COVID-19 vaccine,5621,CIEL,"166379"
Pediatric nutrition drink,1892,CIEL,"166382"
Mono-drug resistant tuberculosis infection,3629,CIEL,"166383"
Absolute reticulocyte count,5448,CIEL,"166395"
Serum iron measurement (umol/L),5447,CIEL,"166396"
Serum magnesium measurement (mg/dL),5445,CIEL,"166397"
Cyst of entamoeba,5444,CIEL,"166398"
Reason for c-section,5531,CIEL,"166400"
RBC in stool,5504,CIEL,"166401"
Transgender,3646,CIEL,"166415"
Adopts modern family planning method immediately post-partum,5565,CIEL,"166421"
Number of previous newborn deaths,3890,CIEL,"166422"
Prostate specific antigen (PSA) (qualitative),5446,CIEL,"166423"
Placenta delivery method,5552,CIEL,"166424"
Assistance required,1168,CIEL,"166425"
History of retained placenta,5592,CIEL,"166426"
Prior trachelectomy,5601,CIEL,"166427"
History of cervical cerclage,5594,CIEL,"166428"
History of pelvis reconstruction,5593,CIEL,"166429"
Perimortem cesarean delivery,5591,CIEL,"166437"
Obstructive mass of birth canal,5598,CIEL,"166438"
Test kit lot number,7763,CIEL,"166455"
Female sex worker,8077,CIEL,"166513"
Pulmonary artery systolic pressure,5614,CIEL,"166524"
Fetal moulding score,6901,CIEL,"166527"
Pharyngotonsillitis,5590,CIEL,"166533"
Disease treatment monitoring construct,5605,CIEL,"166557"
Partner disease treatment monitoring construct,5604,CIEL,"166558"
HIV exposed infant program,5631,CIEL,"166563"
History of hemorrhage,5643,CIEL,"166564"
Weaning speed,5640,CIEL,"166565"
Weaning date,5637,CIEL,"166566"
Weight on admission (kg),6248,CIEL,"166604"
Blood culture (qualitative),6178,CIEL,"166613"
Suspected high grade squamous intraepithelial lesion (HGSIL) > 75 % of the cervical surface,8540,CIEL,"166617"
Suspected high grade squamous intraepithelial lesion (HGSIL) with lesion extending into the cervical canal,8541,CIEL,"166618"
Suspected high grade squamous intraepithelial lesion (HGSIL) with squamocolumnar junction (SJC) not fully visualized,8543,CIEL,"166619"
Leave of absence,6658,CIEL,"166624"
Postnatal visit,409,CIEL,"166625"
Supervision of normal pregnancy,5407,CIEL,"166628"
Volume administered (mL),8314,CIEL,"166650"
Willing to take pre-exposure prophylaxis (PrEP),8068,CIEL,"166657"
Severe recurrent major depression,7439,CIEL,"166672"
Male circumcision status,8469,CIEL,"166677"
Impossible to evaluate,5606,CIEL,"166699"
Molnupiravir,5991,CIEL,"166700"
Thermocauterization of cervix,8667,CIEL,"166706"
Reconstruction of ligament,8185,CIEL,"166745"
Transverse abdominis plane block,8313,CIEL,"166829"
Dental extraction,8525,CIEL,"166836"
Sofosbuvir,5787,CIEL,"166841"
Able to read and write,5768,CIEL,"166855"
ASCVD Risk Score,6813,CIEL,"166856"
Oxybutynin,5775,CIEL,"166857"
Daclatasvir,5778,CIEL,"166858"
"Syringe, disposable",8052,CIEL,"166863"
Right ventricle dimension,465,CIEL,"166871"
Paxlovid,5992,CIEL,"166877"
Abdominal scar indicative of prior caesarean section,6964,CIEL,"166893"
Caesarean section wound healing status,5972,CIEL,"166894"
Number of vaginal pads,5965,CIEL,"166895"
Number of vaginal pads used per time,5966,CIEL,"166896"
Suspected stenosis,5611,CIEL,"166898"
Mitral valve findings,469,CIEL,"166940"
Severe pericardial effusion,460,CIEL,"166943"
No pericardial effusion,459,CIEL,"166946"
Pericardium findings,461,CIEL,"166947"
Inferior vena cava findings,463,CIEL,"166950"
Left ventricle dimension,5617,CIEL,"166952"
Telehealth consultation,6793,CIEL,"166997"
"Feeling nervous, anxious, or on edge",6819,CIEL,"167003"
Not being able to stop worrying or not being able to control worry,6824,CIEL,"167005"
Little interest or pleasure in doing things,6826,CIEL,"167006"
"Feeling down, depressed, or hopeless",6832,CIEL,"167007"
Patient understands their disease and prognosis,6298,CIEL,"167021"
Guardian understands patient's disease and prognosis,6699,CIEL,"167022"
Left ventricle systolic function,458,CIEL,"167023"
Benznidazole,5936,CIEL,"167027"
Cetuximab,5924,CIEL,"167028"
Lanatoside C,5868,CIEL,"167029"
Bothropic antivenom,5847,CIEL,"167030"
Lachesic antivenom,5911,CIEL,"167031"
Loxosceles antivenom,5931,CIEL,"167032"
Pulmonary surfactant,5867,CIEL,"167033"
Crotalic antivenom,5932,CIEL,"167034"
Findings on palpation of uterus,5970,CIEL,"167035"
Tender uterus,5968,CIEL,"167036"
Non-tender uterus,5969,CIEL,"167037"
Involution of uterus,5949,CIEL,"167038"
Quantity of lochia (qualitative),5980,CIEL,"167042"
Resumed sexual intercourse,5975,CIEL,"167043"
Mobile clinic,6208,CIEL,"167051"
Uterus level from umbilicus during postpartum involution (cm),5985,CIEL,"167052"
Lochia odor,5981,CIEL,"167053"
Sufficient milk production,5978,CIEL,"167055"
Difficulty relaxing,6818,CIEL,"167064"
Being so restless that it is difficult to sit quietly,6822,CIEL,"167065"
Getting upset or irritable easily,6820,CIEL,"167066"
Feeling scared as if something terrible could happen,6821,CIEL,"167067"
"Trouble falling or staying asleep, or sleeping too much",6827,CIEL,"167068"
Feeling tired or having little energy,6828,CIEL,"167069"
Poor appetite or overeating,6833,CIEL,"167070"
Feels like they have failed someone,6830,CIEL,"167071"
Distracted easily,6834,CIEL,"167072"
Feels slower than normal,6829,CIEL,"167073"
Has thought about ending their life,6831,CIEL,"167074"
Neurocognitive disorder,7654,CIEL,"167078"
Oriented to person,5655,CIEL,"167081"
Oriented to place,5654,CIEL,"167082"
Oriented to time,5653,CIEL,"167083"
Orientation status,5997,CIEL,"167084"
Unkempt appearance,6019,CIEL,"167088"
Inappropriately dressed,6020,CIEL,"167089"
Normal weight,6018,CIEL,"167090"
Appropriate clothing for the situation,6022,CIEL,"167091"
Physical appearance exam findings,6023,CIEL,"167092"
Mood,6004,CIEL,"167099"
Euthymia,6003,CIEL,"167100"
Affect,6008,CIEL,"167101"
Normal affect,6030,CIEL,"167102"
Labile affect,6005,CIEL,"167103"
Restricted affect,6006,CIEL,"167104"
Flat affect,6007,CIEL,"167105"
Thought process,6029,CIEL,"167106"
Circumferential thought process,6026,CIEL,"167107"
Goal oriented,6025,CIEL,"167108"
Linear thought process,6027,CIEL,"167109"
Tangential thinking,6028,CIEL,"167110"
Flight of ideas,6024,CIEL,"167111"
Thought content,6016,CIEL,"167112"
Denies suicidal ideation,6012,CIEL,"167113"
Denies homicidal ideation,6013,CIEL,"167114"
Insight level,6000,CIEL,"167115"
Judgment,6002,CIEL,"167116"
Homicidal ideation present,6001,CIEL,"167117"
STD treatment,6218,CIEL,"167125"
Preparation,6209,CIEL,"167153"
On hold,6212,CIEL,"167154"
Discontinued,6211,CIEL,"167155"
Refused,6213,CIEL,"167156"
Medication dispense status,6214,CIEL,"167157"
Telephone number of clinician,5999,CIEL,"167158"
Suspected cancer,5998,CIEL,"167159"
Victim of gender-based violence in past three months,6512,CIEL,"167161"
History of exposure to domestic violence as a child,6114,CIEL,"167165"
Monogamous,6089,CIEL,"167168"
Age of oldest child (years),6093,CIEL,"167169"
Consent given for sex,6088,CIEL,"167171"
Age of sexual partner (years),6087,CIEL,"167172"
Glucose tolerance 1 1/2 hour test,6056,CIEL,"167173"
Post-prandial blood glucose measurement 1/2 hour after meal,6061,CIEL,"167174"
Post-prandial blood glucose measurement 1 hour after meal,6063,CIEL,"167175"
Post-prandial blood glucose measurement 1.5 hour after meal,6064,CIEL,"167176"
Post-prandial blood glucose measurement 2 hours after meal,6062,CIEL,"167177"
Post-prandial blood glucose panel,6065,CIEL,"167178"
Delusion type,6118,CIEL,"167179"
Religious delusion,6116,CIEL,"167180"
Hallucination type,6105,CIEL,"167181"
Total lipids,6058,CIEL,"167182"
Protein in urine from 24 hour collection,6070,CIEL,"167183"
Ayahuasca use,6082,CIEL,"167184"
Benodiazepine misuse,6083,CIEL,"167185"
Hallucinogen use,6081,CIEL,"167186"
Gamma hydroxybutyrate (GBH) use,6080,CIEL,"167187"
Cooperative,6097,CIEL,"167188"
Hostile behavior,6098,CIEL,"167189"
Defensive behavior,6099,CIEL,"167190"
Manipulative behavior,6096,CIEL,"167191"
Seductive behavior,6095,CIEL,"167192"
Attitude toward interview,6100,CIEL,"167193"
Spontaneous speech,6122,CIEL,"167194"
Loud speech,6129,CIEL,"167195"
Soft speech,6127,CIEL,"167196"
Fast speech,6124,CIEL,"167197"
Pressured speech,6125,CIEL,"167198"
Muted speech,6126,CIEL,"167199"
Impaired speech,6123,CIEL,"167200"
Type of speech,6130,CIEL,"167201"
Memory performance,6107,CIEL,"167202"
Ability to concentrate (qualitative),6094,CIEL,"167203"
Cryptococcus neoformans (india ink),6069,CIEL,"167207"
Leukocyte in urine sediment by light microscopy (count/HPF),6120,CIEL,"167209"
Erythrocyte in urine sediment by light microscopy (count/HPF),6121,CIEL,"167210"
Renal epithelial cells presence in urine sediment by light microscopy,6066,CIEL,"167212"
Common Elements Treatment Approach (CETA) completed,6135,CIEL,"167213"
Relationship and involvement with children (text),6137,CIEL,"167214"
CAGE alcohol questionnaire questions,6142,CIEL,"167215"
Score for CAGE questionnaire for detection of alcoholism,6464,CIEL,"167217"
Have you ever felt you needed to Cut down on your drinking?,6141,CIEL,"167218"
Have people Annoyed you by criticizing your drinking?,6139,CIEL,"167219"
Have you ever felt Guilty about drinking?,6140,CIEL,"167220"
Have you ever felt you needed a drink first thing in the morning (Eye-opener) to steady your nerves or to get rid of a hangover?,6138,CIEL,"167221"
History of homicidal ideation,6136,CIEL,"167222"
Family educated about patient's illness,6146,CIEL,"167223"
Living situation (text),6144,CIEL,"167224"
Medication training completed,6145,CIEL,"167225"
Echocardiogram findings,470,CIEL,"167226"
Perineum wound infection,5986,CIEL,"167227"
Infant formula provided,930,CIEL,"167247"
Medication for family member(s),6143,CIEL,"167287"
Numerous,6375,CIEL,"167332"
Ascaris lumbricoides in stool by light microscopy,6392,CIEL,"167348"
Ancylostoma duodenale in stool by light microscopy,6391,CIEL,"167349"
Trichuris trichiura in stool by light microscopy,6389,CIEL,"167350"
Hymenolepis nana in stool by light microscopy,6382,CIEL,"167351"
Endolimax nana in stool by light microscopy,6386,CIEL,"167352"
Taenia solium in stool by light microscopy,6388,CIEL,"167353"
Taenia saginata in stool by light microscopy,6390,CIEL,"167354"
Strongyloide stercoralis in stool by light microscopy,6381,CIEL,"167355"
Enterobius vermicularis in stool by light microscopy,6384,CIEL,"167356"
Balantidium coli in stool by light microscopy,6379,CIEL,"167357"
Entamoeba coli in stool by light microscopy,6376,CIEL,"167358"
Chilomastix mesnili in stool by light microscopy,6385,CIEL,"167359"
Dientamoeba fragilis in stool by iight microscopy,6378,CIEL,"167360"
Trichomonas intestinalis in stool by light microscopy,6383,CIEL,"167362"
Entamoeba histolytica in stool by light microscopy,6380,CIEL,"167363"
Giardia lamblia in stool by light microscopy,6377,CIEL,"167364"
Vibrio cholerae in stool by light microscopy,6387,CIEL,"167365"
Subtotal hysterectomy,6170,CIEL,"167366"
Hysterectomy for postpartum hemorrhage,6171,CIEL,"167367"
Religious faith healer,6459,CIEL,"167374"
"Epithelial cells, presence in body fluid",8414,CIEL,"167376"
"Studded epithelial cells, presence in body fluid",8415,CIEL,"167377"
Bag valve mask ventilation,7365,CIEL,"167383"
Early-onset neonatal sepsis,8484,CIEL,"167386"
Confirmation of treatment failure,7864,CIEL,"167388"
Baseline viral load,7863,CIEL,"167390"
Stepdown unit,7528,CIEL,"167396"
Yeast presence in specimen by gram stain,8412,CIEL,"167398"
Gram-positive cocci in pairs,6878,CIEL,"167400"
Gram-positive cocci in clusters,6879,CIEL,"167401"
Gram-positive cocci in chains,6881,CIEL,"167402"
Presence of gram-positive cocci on gram stain,8410,CIEL,"167403"
Arrangement of gram-positive cocci on gram stain,8411,CIEL,"167404"
Presence of gram-positive bacilli in gram stain,8413,CIEL,"167405"
Waiting,6788,CIEL,"167407"
In service,6787,CIEL,"167408"
Clinical consultation,6458,CIEL,"167410"
Triage service,6791,CIEL,"167411"
Cardiopulmonary resuscitation (CPR),7363,CIEL,"167415"
Phototherapy,6258,CIEL,"167422"
Neonatal exchange transfusion,7666,CIEL,"167423"
Ponatinib,7683,CIEL,"167597"
Rifapentine + Isoniazid,7680,CIEL,"167692"
Rifampicin + Isoniazid + Ethambutol,2196,CIEL,"1677"
Late-onset neonatal sepsis,8495,CIEL,"167720"
Radiant warming,6260,CIEL,"167724"
Was procedure performed/carried out,6270,CIEL,"167784"
